1118847	1	L1	12.1835/0.549609/0.744233/45/413/2427/0/0.028	0.208754 0.210619 0.25704 0.531779 0.536516 0.570496 0.715927 0.773558 0.776818 0.80048 0.884317 0.895972 0.900896 0.916421 0.938781 0.948291 0.951773 0.962244 0.966559 0.969103 0.97384 0.976455 0.977182 0.98165 0.982494 0.983115 0.988755 0.988931 0.989752 0.994618 0.9947 0.995615 0.997655 0.997655 0.998065 0.99966 0.99966 0.999695 0.999859 0.999871 0.999871 0.999988 0.999988 0.999988 1 
1118847	1	L2	20.3582/0.21611/0.872279/45/2738/3011/0.0032395/0.033	0.0540717 0.0543238 0.0778575 0.169664 0.189319 0.250026 0.328037 0.408559 0.426301 0.482447 0.613765 0.655243 0.676182 0.72145 0.773919 0.815743 0.825109 0.852022 0.869544 0.885013 0.901294 0.920256 0.926771 0.933719 0.938457 0.951124 0.963296 0.96429 0.965774 0.97166 0.982867 0.984006 0.98468 0.985784 0.992391 0.993232 0.993458 0.993706 0.996722 0.997173 0.997498 0.997574 0.998294 0.998767 0.998819 
1118847	1	L3	19.4233/0.258607/0.856638/45/1832/3780/0.00185065/0.033	0.0649772 0.065212 0.0888409 0.206101 0.220867 0.287033 0.358411 0.463824 0.477919 0.519225 0.651611 0.703143 0.718025 0.751894 0.798764 0.849799 0.856958 0.877002 0.891046 0.906484 0.922529 0.937484 0.941354 0.946368 0.950648 0.963155 0.970654 0.971177 0.972027 0.975882 0.986864 0.987959 0.988358 0.988808 0.995056 0.995761 0.995941 0.996217 0.99852 0.998693 0.998831 0.998905 0.999265 0.9995 0.99957 
1118847	1	L4	19.5888/0.237103/0.874162/45/324/447/0.00211896/0.033	0.0666248 0.0667962 0.0931451 0.198865 0.215878 0.284865 0.357682 0.439529 0.456085 0.50242 0.625324 0.664685 0.67987 0.717612 0.761355 0.812643 0.819292 0.841011 0.857929 0.869856 0.892337 0.91158 0.918057 0.925183 0.928079 0.946197 0.954733 0.956733 0.9578 0.962715 0.974127 0.976718 0.977519 0.978338 0.984206 0.985997 0.986359 0.986568 0.988188 0.988474 0.990665 0.990779 0.991007 0.993065 0.993141 
1118847	1	L5	19.2588/0.258487/0.867756/45/694/832/0.00771824/0.033	0.0725901 0.0726773 0.10667 0.205591 0.224452 0.309084 0.387155 0.460015 0.475936 0.536467 0.657771 0.691356 0.704777 0.742698 0.789289 0.821608 0.826587 0.854903 0.871305 0.880947 0.89468 0.920322 0.924889 0.933718 0.93846 0.95343 0.964704 0.965783 0.968632 0.973648 0.985354 0.98704 0.987908 0.988647 0.993659 0.994186 0.99444 0.994697 0.99598 0.996225 0.996346 0.996416 0.996558 0.996844 0.996869 
1118847	1	L6	21.5413/0.17053/0.879527/45/642/732/0/0.033	0.0393387 0.0393581 0.0545123 0.137814 0.152973 0.203094 0.270373 0.359522 0.369998 0.427738 0.561019 0.614663 0.632122 0.684562 0.737556 0.798207 0.810527 0.838948 0.86025 0.884827 0.901432 0.921439 0.931867 0.938267 0.944275 0.955183 0.965766 0.967712 0.968833 0.971409 0.983342 0.984273 0.984725 0.985234 0.993328 0.993774 0.993886 0.993968 0.997986 0.998083 0.998122 0.998151 0.998845 0.999602 0.999612 
1118847	1	L7	20.2058/0.219464/0.866444/45/319/2227/0.0011329/0.033	0.0485746 0.0485746 0.0718252 0.173868 0.194308 0.241635 0.321921 0.415474 0.427993 0.486601 0.615943 0.659182 0.671878 0.726811 0.774845 0.818477 0.826731 0.860104 0.87677 0.893279 0.909572 0.924942 0.932155 0.937795 0.944773 0.952732 0.961911 0.962795 0.963424 0.96818 0.976455 0.977595 0.978263 0.978774 0.985436 0.986439 0.987009 0.987343 0.990704 0.991529 0.993671 0.993947 0.994949 0.995283 0.995421 
1118847	1	L8	20.3805/0.221047/0.865016/45/716/3260/0/0.033	0.0504198 0.0504198 0.069017 0.174433 0.194813 0.238823 0.324994 0.419985 0.430733 0.488936 0.612481 0.664957 0.679169 0.729464 0.783578 0.824151 0.833612 0.861478 0.882775 0.902274 0.916065 0.935684 0.943116 0.94747 0.954422 0.965809 0.973791 0.974856 0.976362 0.978399 0.988171 0.988971 0.989213 0.98972 0.994768 0.995092 0.995147 0.995494 0.998104 0.99819 0.998225 0.998291 0.998631 0.999446 0.999462 
1118847	1	OV1	10.4054/0.622085/0.683457/45/695/1104/0/0.026	0.24295 0.243066 0.290807 0.612066 0.618968 0.641464 0.796996 0.863171 0.866202 0.880569 0.931424 0.941336 0.943887 0.955791 0.967699 0.971716 0.973148 0.980858 0.982858 0.98456 0.989255 0.990816 0.991015 0.995118 0.995466 0.99564 0.997524 0.99759 0.997863 0.999259 0.999259 0.999284 0.999685 0.999685 0.999718 0.99993 0.99993 0.999934 0.999959 0.999959 0.999967 1 1 1 1 
1118847	1	OV2	10.0148/0.635683/0.688365/45/466/655/0/0.026	0.257723 0.257824 0.349353 0.634217 0.643574 0.674649 0.804095 0.851941 0.863591 0.884839 0.929737 0.934499 0.939629 0.953038 0.966586 0.970215 0.97109 0.979176 0.981138 0.98216 0.989123 0.989786 0.990062 0.994262 0.99429 0.994925 0.998121 0.998121 0.998121 0.999383 0.999466 0.999466 0.999871 0.999871 0.999871 0.999972 0.999972 0.999972 1 1 1 1 1 1 1 
